id	identification
GB_GCA_002352105.1	UBA2791 sp002352105
GB_GCA_001567255.1	OLB9 sp001567255
RS_GCF_900102105.1	Agrobacterium pusense
RS_GCF_000439085.1	Leminorella grimontii
RS_GCF_000024965.1	Xylanimonas cellulosilytica
RS_GCF_001403795.1	Jannaschia donghaensis
RS_GCF_002011925.2	Cupriavidus sp002011925
GB_GCA_002336465.1	Pedobacter sp002336465
GB_GCA_002340985.1	Sedimentibacter sp002340985
GB_GCA_003525525.1	Desulfovibrio_F sp003525525
GB_GCA_002373815.1	UBA3637 sp002373815
GB_GCA_002723295.1	GCA-002723295 sp002723295
GB_GCA_003132645.1	Bog-752 sp003132645
RS_GCF_001563475.1	HYO08 sp001563475
RS_GCF_000196275.1	Deinococcus geothermalis
GB_GCA_001179805.1	Hepatoplasma crinochetorum_A
RS_GCF_900129195.1	Desulfotomaculum_H putei
RS_GCF_001878835.1	Microbacterium sp001878835
RS_GCF_900109545.1	Stigmatella aurantiaca
RS_GCF_001447995.1	Maribacter dokdonensis
RS_GCF_001155565.1	Yersinia frederiksenii_A
RS_GCF_001510665.1	Bacillus_D sp001510665
RS_GCF_000013325.1	Novosphingobium aromaticivorans
GB_GCA_003221895.1	20CM-2-65-7 sp003221895
GB_GCA_900317505.1	UBA2882 sp900317505
GB_GCA_002422025.1	UBA918 sp002422025
GB_GCA_003223645.1	QHVT01 sp003223645
GB_GCA_900316815.1	Ruminococcus_E sp900316815
RS_GCF_002285285.1	Lampropedia sp002285285
GB_GCA_002344055.1	Sphingomonas_F sp002344055
RS_GCF_000020985.1	Thermodesulfovibrio yellowstonii
RS_GCF_000488275.1	Acinetobacter brisouii
RS_GCF_000622225.1	Roseomonas mucosa
RS_GCF_000186265.1	Cellulophaga algicola
RS_GCF_000754815.1	Yersinia ruckeri
RS_GCF_000422345.1	Spongiibacter marinus
RS_GCF_002096895.1	Streptococcus mitis_AH
RS_GCF_000721605.1	Streptomyces sp000721605
GB_GCA_002706405.1	UBA1479 sp002706405
GB_GCA_002492525.1	UBA3282 sp002492525
GB_GCA_002685935.1	GCA-2685935 sp002685935
GB_GCA_003287975.1	Paeniglutamicibacter sp003287975
GB_GCA_900454735.1	Pasteurella canis
RS_GCF_001553545.1	Capnocytophaga haemolytica
RS_GCF_000155435.1	Clostridium_M sp000155435
RS_GCF_001011155.1	Hoeflea sp001011155
RS_GCF_001941345.1	Corynebacterium stationis
RS_GCF_000745065.1	Thermus caliditerrae
GB_GCA_002841765.1	UBA2197 sp002841765
RS_GCF_001422545.1	Pedobacter sp001422545
RS_GCF_001757105.1	Alteromonas_B confluentis
RS_GCF_002288225.1	Planktophila dulcis
RS_GCF_002220865.2	Paenibacillus_S xerothermodurans
RS_GCF_002161445.1	Alistipes sp002161445
RS_GCF_001027725.1	Flavobacterium sp001027725
RS_GCF_900116435.1	Pseudoalteromonas lipolytica
RS_GCF_900162665.1	Oceanobacillus sojae
RS_GCF_002407205.1	Rhodobacter_A sp002407205
GB_GCA_002435705.1	UBA6144 sp002435705
GB_GCA_002403785.1	Clostridium_AD sp002403785
GB_GCA_001788495.1	GWA2-73-35 sp001788495
RS_GCF_002979415.1	Microbacterium sp002979415
GB_GCA_001804125.1	2-02-FULL-51-18 sp001804125
RS_GCF_000187975.2	Streptococcus criceti
RS_GCF_000828975.1	GJ-E10 sp000828975
RS_GCF_002075795.1	Shewanella japonica
RS_GCF_001522865.1	Burkholderia sp001522865
RS_GCF_000428865.1	Eremococcus coleocola
RS_GCF_000011685.1	Gluconobacter oxydans_C
GB_GCA_003154095.1	FEN-1139 sp003154095
GB_GCA_003168235.1	Bog-209 sp003168235
GB_GCA_002714195.1	UBA9145 sp002714195
GB_GCA_003456125.1	UBA8156 sp003456125
RS_GCF_900112975.1	Flavobacterium xueshanense
GB_GCA_000999595.1	GWA2-44-7 sp000999595
GB_GCA_002712105.1	GCA-2712105 sp002712105
RS_GCF_002902265.1	Staphylococcus_A vitulinus
RS_GCF_003019275.1	Staphylococcus muscae
RS_GCF_900116395.1	XBD2001 sp900116395
RS_GCF_001462455.1	Cellulomonas sp001462455
RS_GCF_900107175.1	Modestobacter sp900107175
RS_GCF_002140795.1	Vagococcus sp002140795
RS_GCF_001467505.1	Legionella_C birminghamensis
RS_GCF_001975225.1	Kosakonia cowanii
GB_GCA_001803185.1	2-12-FULL-35-11 sp001803185
GB_GCA_002307715.1	UBA1568 sp002307715
GB_GCA_002402105.1	GCA-2402105 sp002402105
GB_GCA_003168215.1	Palsa-506 sp003168215
GB_GCA_002394605.1	Saccharofermentans sp002394605
RS_GCF_000472445.1	Paraburkholderia sp000472445
RS_GCF_900112085.1	Acetitomaculum ruminis
RS_GCF_001955855.1	Paenibacillus sp001955855
RS_GCF_900102725.1	Carnobacterium_A viridans
RS_GCF_000525975.1	Listeria_A rocourtiae
GB_GCA_000737945.1	Atelocyanobacterium thalassa_A
GB_GCA_002482535.1	UBA7702 sp002482535
GB_GCA_003245695.1	SR-FBR-E99 sp003245695
GB_GCA_003164375.1	BOG-931 sp003164375
GB_GCA_003537495.1	ELB16-189 sp003537495
RS_GCF_003122215.1	Pararhodobacter sp003122215
GB_GCA_003105225.1	FEB-35 sp003105225
GB_GCA_003167555.1	AV80 sp003167555
RS_GCF_000262045.1	Bacillus siamensis
GB_GCA_000431335.1	CAG-269 sp000431335
GB_GCA_002148405.1	Alkalinema sp002148405
RS_GCF_001666755.1	Mycobacterium sp001666755
RS_GCF_001528745.1	Marinobacterium_A profundum
RS_GCF_000341545.2	Nitrospina gracilis
RS_GCF_003019655.1	Fusobacterium_A varium_B
GB_GCA_000434915.1	CAG-488 sp000434915
GB_GCA_002306835.1	UBA2963 sp002306835
GB_GCA_003176165.1	PSRQ01 sp003176165
GB_GCA_002687905.1	UBA6534 sp002687905
GB_GCA_002471845.1	TCS55 sp002471845
GB_GCA_001723645.1	Endobugula sertula
GB_GCA_000996355.1	UBA10014 sp000996355
RS_GCF_000367405.1	Rickettsia prowazekii
RS_GCF_900119895.1	Collinsella phocaeensis
RS_GCF_001854605.1	Pseudoalteromonas amylolytica
RS_GCF_001424385.1	Curtobacterium sp001424385
RS_GCF_000163695.1	F0058 sp000163695
GB_GCA_003535775.1	UBA8229 sp003535775
RS_GCF_001074565.1	Streptococcus pseudopneumoniae_J
GB_GCA_001897195.1	Terrimicrobium sp001897195
GB_GCA_002308955.1	ISDg sp002308955
GB_GCA_002351795.1	UBA1213 sp002351795
GB_GCA_002393835.1	Treponema_D sp002393835
RS_GCF_002217245.1	Flavobacterium columnare_A
RS_GCF_900114735.1	Pseudomonas_D bauzanensis
RS_GCF_000403395.2	Anaerotruncus sp000403395
RS_GCF_900176355.1	Sporomusa_B malonica
RS_GCF_002802965.1	Sporolactobacillus pectinivorans
GB_GCA_002238425.1	Bin16 sp002238425
RS_GCF_001685395.1	Paenibacillus_R yonginensis
RS_GCF_001437015.1	Atopobium minutum
RS_GCF_900156695.1	Rhodobacter_C vinaykumarii
GB_GCA_002403455.1	UBA4763 sp002403455
RS_GCF_000006685.1	Chlamydia muridarum
GB_GCA_900315305.1	UBA1066 sp900315305
GB_GCA_003280105.1	AG-363-N20 sp003280105
RS_GCF_000372885.1	Methyloversatilis thermotolerans
RS_GCF_001544875.2	Caballeronia hypogeia
RS_GCF_000765745.1	Helicobacter_D apodemus
RS_GCF_003048535.1	Campylobacter_A concisus_S
RS_GCF_002811245.1	Vibrio salilacus
RS_GCF_000828615.1	Thiolapillus brandeum
RS_GCF_002025975.1	Prochlorococcus_A sp002025975
GB_GCA_001784535.1	UBA9971 sp001784535
GB_GCA_002501285.1	UBA7868 sp002501285
GB_GCA_002282715.1	Halothiobacillus sp002282715
RS_GCF_002993365.1	Alteromonas_A sp002993365
RS_GCF_000060345.1	Gramella forsetii
RS_GCF_001435315.1	Lactobacillus_G parabuchneri
RS_GCF_001969385.1	Salipiger profundus
RS_GCF_900167435.1	Marinactinospora thermotolerans
RS_GCF_900100975.1	Methylophilus rhizosphaerae
RS_GCF_900155365.1	Collinsella bouchesdurhonensis
GB_GCA_002394685.1	Treponema_D sp002394685
GB_GCA_002405555.1	CAG-312 sp002405555
GB_GCA_002350685.1	UBA2856 sp002350685
GB_GCA_003170655.1	Fen-1308 sp003170655
GB_GCA_002317175.1	UBA1712-A sp002317175
RS_GCF_002086475.1	Mycobacterium paraseoulense
RS_GCF_002561455.1	Bacillus_F sp002561455
GB_GCA_002296975.1	UBA796 sp002296975
RS_GCF_900141895.1	Parasporobacterium paucivorans
RS_GCF_900103165.1	Nitrosospira multiformis_D
RS_GCF_000955795.1	Ralstonia sp000955795
GB_GCA_002343265.1	UBA2400 sp002343265
RS_GCF_001027025.1	Kosmotoga_B pacifica
RS_GCF_003254465.1	Mangrovicoccus sp003254465
RS_GCF_001023575.1	IMCC26256 sp001023575
GB_GCA_900315075.1	Prevotella sp900315075
RS_GCF_000828085.2	Scytonema_A tolypothrichoides
RS_GCF_000469385.1	Leptotrichia sp000469385
RS_GCF_001302265.1	Streptococcus phocae
GB_GCA_002314675.1	UBA1765 sp002314675
GB_GCA_002256685.1	UBA4132 sp002256685
GB_GCA_003457145.1	Bacillus_Y sp003457145
GB_GCA_003269465.1	Enterococcus_B faecium_B
GB_GCA_002306655.1	UBA7312 sp002306655
RS_GCF_900102235.1	XBB2008 sp900102235
RS_GCF_002848135.1	Hydrogenovibrio sp002848135
GB_GCA_000585075.1	Accumulibacter sp000585075
RS_GCF_000403215.1	COE1 sp000403215
RS_GCF_000974785.1	Flavihumibacter petaseus
RS_GCF_001625355.1	Marinomonas sp001625355
RS_GCF_003052165.1	Dietzia sp003052165
GB_GCA_002869665.1	BM522 sp002869665
RS_GCF_001619875.1	Fictibacillus_B phosphorivorans_B
RS_GCF_000024165.1	Accumulibacter phosphatis_C
RS_GCF_001592825.1	Planococcus_B maritimus_B
RS_GCF_000384075.1	Methylovulum miyakonense
GB_GCA_001184395.1	Caballeronia calva
RS_GCF_900103665.1	Pedobacter steynii
RS_GCF_001274775.1	Bacillus_F marisflavi
GB_GCA_000681355.2	SCADC1-2-3 sp000681355
GB_GCA_001801495.1	2-12-FULL-37-34 sp001801495
GB_GCA_003225555.1	Sulfotelmatobacter sp003225555
GB_GCA_002299835.1	UBA665 sp002299835
GB_GCA_001513335.1	DTU086 sp001513335
GB_GCA_002391545.1	UBA3907 sp002391545
RS_GCF_003025555.1	Photobacterium lutimaris
RS_GCF_002920575.1	Streptomyces sp002920575
GB_GCA_003280095.1	AG-363-J23 sp003280095
GB_GCA_002842195.1	Methylotenera sp002842195
GB_GCA_002794515.1	GCA-2794515 sp002794515
GB_GCA_002435795.1	UBA6166 sp002435795
GB_GCA_002390675.1	UBA4427 sp002390675
RS_GCF_001613125.1	Nocardia shimofusensis
RS_GCF_002201235.1	Polaribacter tangerinus
RS_GCF_000242675.1	Eubacterium_B infirmum
GB_GCA_003542015.1	Microcoleus sp003542015
RS_GCF_002119805.1	Macrococcus canis
GB_GCA_900315635.1	Prevotella sp900315635
GB_GCA_002477595.1	Fabibacter sp002477595
GB_GCA_002778645.1	CG1-02-41-21 sp002778645
GB_GCA_900314645.1	UBA1367 sp900314645
GB_GCA_003477305.1	UBA12489 sp003477305
GB_GCA_003518125.1	UBA9296 sp003518125
RS_GCF_000017585.1	Campylobacter_B hominis
RS_GCF_000020565.1	Amoebophilus asiaticus
GB_GCA_002401785.1	GCA-2401785 sp002401785
GB_GCA_003155915.1	RAAP-2 sp003155915
RS_GCF_001624705.1	Marinomonas sp001624705
RS_GCF_000426525.1	Nocardioides alkalitolerans
GB_GCA_002707915.1	GCA-2707915 sp002707915
GB_GCA_002372575.1	Prevotella sp002372575
RS_GCF_900168025.1	Acetoanaerobium noterae
RS_GCF_003208215.1	Marinomonas alcarazii
RS_GCF_002940465.1	Xanthomonas arboricola_D
GB_GCA_002718515.1	GCA-002718515 sp002718515
GB_GCA_002418725.1	UBA2284 sp002418725
RS_GCF_900188335.1	Tropicimonas_A sediminicola
RS_GCF_000411255.1	Paenibacillus_F sp000411255
GB_GCA_001770205.1	YD12-FULL-39-22 sp001770205
RS_GCF_002117445.1	Ketogulonicigenium robustum
GB_GCA_002717365.1	UBA9410 sp002717365
GB_GCA_002311025.1	UBA1174 sp002311025
GB_GCA_003171215.1	Fen-1231 sp003171215
RS_GCF_000741785.1	Bifidobacterium stellenboschense
GB_GCA_002729885.1	UBA3465 sp002729885
RS_GCF_000014225.1	Paraglaciecola atlantica
GB_GCA_002840715.1	UBA6107 sp002840715
GB_GCA_002711965.1	TMED-70 sp002711965
GB_GCA_002730515.1	MedAcidi-G1 sp002730515
GB_GCA_002401485.1	UBA1565 sp002401485
RS_GCF_001557215.1	Sphingomonas sp001557215
RS_GCF_900110415.1	Mucilaginibacter sp900110415
RS_GCF_000384155.1	Methylophilus sp000384155
RS_GCF_003130255.1	Aggregatibacter kilianii_B
RS_GCF_000583045.1	Ensifer adhaerens_A
RS_GCF_002101815.1	Mycobacterium paraense
RS_GCF_000819955.1	Aeromonas jandaei
RS_GCF_001578805.1	Streptococcus sp001578805
GB_GCA_001941205.1	K10 sp001941205
GB_GCA_002863005.1	Pseudoxanthomonas_A sp002863005
RS_GCF_002843235.1	Providencia sp002843235
RS_GCF_003144095.1	Streptomyces_C sp003144095
GB_GCA_900473175.1	Phyllobacterium sp900473175
GB_GCA_003131705.1	Palsa-295 sp003131705
GB_GCA_003284565.1	AAA536-G10 sp003284565
GB_GCA_002364745.1	Shinella sp002364745
GB_GCA_003534045.1	UBA9475 sp003534045
GB_GCA_002441425.1	C7867-001 sp002441425
GB_GCA_003221295.1	AV69 sp003221295
GB_GCA_003173865.1	PJMF01 sp003173865
RS_GCF_001905825.1	Streptomyces sp001905825
RS_GCF_000341105.1	Nocardiopsis_A potens
RS_GCF_003121625.1	QDDJ01 sp003121625
RS_GCF_003014875.1	Variovorax sp003014875
GB_GCA_003510135.1	Pseudothermotoga_A sp003510135
GB_GCA_002393965.1	UBA4363 sp002393965
GB_GCA_003151425.1	Palsa-883 sp003151425
GB_GCA_002718095.1	UBA826 sp002718095
RS_GCF_000420065.1	Varibaculum cambriense
GB_GCA_000615325.1	Lactobacillus_F plantarum
GB_GCA_000183865.1	Listeria marthii
GB_GCA_001800515.1	OXYB2-FULL-49-7 sp001800515
RS_GCF_001999325.1	Thioalkalivibrio versutus
RS_GCF_900106935.1	Sulfitobacter pontiacus
GB_GCA_002397315.1	Acidovorax_A sp002397315
GB_GCA_002298905.1	UBA710 sp002298905
GB_GCA_002472915.1	B-9 sp002472915
GB_GCA_003507655.1	UBA11774 sp003507655
GB_GCA_002162825.1	50-400-T64 sp002162825
GB_GCA_002839995.1	GCA-002840015 sp002839995
GB_GCA_002839185.1	Syner-03 sp002839185
GB_GCA_001044195.1	Achromatium palustre
RS_GCF_900142075.1	Clostridium_AA amylolyticum
RS_GCF_001189235.2	Bradyrhizobium embrapense
RS_GCF_001591585.1	Bacillus_AC circulans
RS_GCF_001866005.1	Anaerobacillus alkalilacustris
RS_GCF_000763885.1	Paracoccus versutus
RS_GCF_900102165.1	Cellulophaga baltica
RS_GCF_002294985.1	Mesorhizobium sp002294985
RS_GCF_900156465.1	Pseudomonas_E sp900156465
GB_GCA_001643475.1	SPGG2 sp001643475
GB_GCA_002492075.1	CAG-115 sp002492075
GB_GCA_002796045.1	UBA1450 sp002796045
GB_GCA_002742765.1	Sulfurospirillum_A sp002742765
GB_GCA_003233345.1	SZUA-21 sp003233345
GB_GCA_003218525.1	AV69 sp003218525
GB_GCA_900317845.1	RC9 sp900317845
RS_GCF_900102685.1	Melghirimyces thermohalophilus
RS_GCF_900104685.1	Agromyces flavus
RS_GCF_002250115.1	Bacillus_H clausii
RS_GCF_001269365.1	Limnohabitans sp001269365
RS_GCF_002811785.1	Lelliottia lapagei
RS_GCF_001998865.1	Tessaracoccus flavescens
RS_GCF_000968015.1	Pseudomonas_E fluorescens_W
GB_GCA_002347725.1	UBA2272 sp002347725
RS_GCF_001418475.1	Streptomyces ossamyceticus
RS_GCF_003054285.1	Litoreibacter ponti
GB_GCA_002728675.1	GCA-002728675 sp002728675
GB_GCA_002306075.1	Syner-03 sp002306075
RS_GCF_001179945.1	Pelagibacter_A ubique_A
RS_GCF_900102915.1	Salinimicrobium catena
GB_GCA_002721895.1	UBA6614 sp002721895
RS_GCF_900155595.1	Pauljensenia mediterranea
RS_GCF_900105165.1	Mucilaginibacter mallensis
RS_GCF_001570405.1	Microtetraspora niveoalba
RS_GCF_002154385.1	Streptomyces albovinaceus
RS_GCF_900107165.1	Nitrosomonas halophila
RS_GCF_900109355.1	Nonomuraea pusilla
RS_GCF_001514215.1	Streptomyces bungoensis
RS_GCF_000023705.1	Methylotenera mobilis
RS_GCF_002156525.1	Vibrio celticus
RS_GCF_002119525.1	Vibrio alginolyticus_B
GB_GCA_001795535.1	GWA2-54-12 sp001795535
GB_GCA_002928995.1	WM-3-3 sp002928995
GB_GCA_003075315.1	Sphingomonas sp003075315
RS_GCF_001318295.1	Xiphinematobacter sp001318295
RS_GCF_000014425.1	Lactobacillus gasseri
RS_GCF_000378245.1	Azoarcus_A toluclasticus
RS_GCF_000820025.1	Aeromonas popoffii
RS_GCF_000257845.1	Streptococcus oralis_W
GB_GCA_002340325.1	Glaciecola sp002340325
GB_GCA_002340305.1	Desulfovibrio_H sp002340305
RS_GCF_003144375.1	Proteus sp003144375
GB_GCA_003134035.1	BOG-1502 sp003134035
RS_GCF_001956985.1	Paludisphaera borealis
RS_GCF_000428685.1	Actinomyces slackii
RS_GCF_900166595.1	Virgibacillus dokdonensis
GB_GCA_002438905.1	RC9 sp002438905
GB_GCA_001829125.1	GWC1-27-15 sp001829125
RS_GCF_000377505.1	Paenibacillus massiliensis
GB_GCA_003287735.1	Photorhabdus bodei
RS_GCF_900478215.1	Salmonella enterica_D
GB_GCA_001898035.1	55-13 sp001898035
RS_GCF_001434915.1	Lactobacillus_O capillatus
RS_GCF_000701785.1	Mycoplasmoides alvi
RS_GCF_900099855.1	Bradyrhizobium sp900099855
RS_GCF_002265875.1	Marinococcus halophilus
RS_GCF_000744115.1	Carnobacterium_A alterfunditum
RS_GCF_900116145.1	Streptomyces harbinensis
RS_GCF_000717285.1	Streptomyces rimosus
RS_GCF_001425825.1	Rhizobacter sp001425825
RS_GCF_001277805.1	Geobacillus stearothermophilus
GB_GCA_900317515.1	UBA1066 sp900317515
GB_GCA_900313745.1	CAG-791 sp900313745
GB_GCA_000954095.1	Omnitrophus_A magneticus
GB_GCA_002310095.1	UBA1191 sp002310095
GB_GCA_002869105.1	UBA7879 sp002869105
RS_GCF_001420695.1	Brevibacillus choshinensis
RS_GCF_000828125.2	Rickettsia asembonensis
RS_GCF_000934465.1	Staphylococcus microti
RS_GCF_002806995.1	Confluentibacter lentus
RS_GCF_002980155.1	Pseudomonas_E sp002980155
RS_GCF_000300975.2	Herbaspirillum frisingense
RS_GCF_900119535.1	Ruminococcus flavefaciens_H
GB_GCA_002773795.1	2-02-FULL-45-22_A sp002773795
RS_GCF_002976435.1	Solimicrobium silvestre
GB_GCA_001002285.1	UBA12028 sp001002285
GB_GCA_002919105.1	RSA17 sp002919105
RS_GCF_001553935.1	Actinomyces oris_A
RS_GCF_001591045.1	Sphingopyxis granuli
RS_GCF_001808555.1	Porphyromonas sp001808555
RS_GCF_001712855.1	Rodentibacter sp001712855
RS_GCF_000375345.1	Wohlfahrtiimonas chitiniclastica
GB_GCA_003279105.1	Prochlorococcus_A sp003279105
GB_GCA_002359655.1	UBA2645 sp002359655
RS_GCF_000332235.1	Geminocystis herdmanii
RS_GCF_000187465.1	Streptococcus infantis
RS_GCF_000520595.1	Arthrobacter_D sp000520595
RS_GCF_000759675.1	Bacillus_W niacini_B
GB_GCA_001897515.1	Bact-08 sp001897515
GB_GCA_900066215.1	CAG-41 sp900066215
RS_GCF_000611675.1	Flavobacterium succinicans
RS_GCF_900092655.1	Thiosymbion oneisti
RS_GCF_001039045.1	Lactobacillus_F herbarum
RS_GCF_000819545.1	Streptomyces nodosus
RS_GCF_002009625.1	Phytoplasma aurantifolia
GB_GCA_002415305.1	Pseudomonas_A stutzeri_R
GB_GCA_002394205.1	Lachnospira sp002394205
RS_GCF_900239935.1	Pseudoalteromonas carrageenovora
GB_GCA_002414385.1	UBA5109 sp002414385
GB_GCA_001001205.1	UBA10009 sp001001205
GB_GCA_001804285.1	2-12-FULL-44-17 sp001804285
GB_GCA_900316235.1	UBA1711 sp900316235
RS_GCF_002096255.1	Streptococcus oralis_AE
RS_GCF_001942345.1	Corynebacterium sp001942345
RS_GCF_000306785.1	Modestobacter marinus
RS_GCF_002155975.1	Amycolatopsis kentuckyensis
RS_GCF_001598495.1	Neokomagataea thailandica
GB_GCA_000753945.1	Smithella sp000753945
GB_GCA_000192415.1	Nocardioides sp000192415
RS_GCF_003076455.1	Flavobacterium faecale
GB_GCA_002749285.1	Maribacter_A sp002749285
RS_GCF_003122325.1	NS-104 sp003122325
GB_GCA_003211655.1	Prochlorococcus_A sp003211655
RS_GCF_003072505.1	Polynucleobacter rarus
GB_GCA_002313925.1	UBA887 sp002313925
GB_GCA_001786225.1	UBA9973 sp001786225
GB_GCA_001790445.1	2-12-FULL-41-12 sp001790445
GB_GCA_002711415.1	GCA-2711415 sp002711415
RS_GCF_001553345.1	F0422 sp001553345
RS_GCF_000013005.1	Erythrobacter_C litoralis
RS_GCF_000296465.1	Barnesiella intestinihominis
GB_GCA_001873675.1	CG2-30-49-12 sp001873675
RS_GCF_001238275.1	Bradyrhizobium viridifuturi
RS_GCF_900111765.1	Myxococcus fulvus
RS_GCF_000687835.1	Acholeplasma_A modicum
GB_GCA_003232915.1	SZUA-53 sp003232915
GB_GCA_002690865.1	UBA7455 sp002690865
RS_GCF_000160815.2	Erysipelothrix rhusiopathiae
GB_GCA_900318535.1	C941 sp900318535
RS_GCF_000378225.1	Methylophilus methylotrophus
RS_GCF_000421225.1	Ruania albidiflava
RS_GCF_000262245.1	Basfia bettyae
GB_GCA_001797665.1	UBA9637 sp001797665
RS_GCF_001006485.1	Tannerella forsythia
RS_GCF_000732625.1	Nonlabens ulvanivorans
GB_GCA_002292945.1	UBA964 sp002292945
RS_GCF_000511135.2	Microbispora sp000511135
GB_GCA_003265155.1	Eperythrozoon_A wenyonii_A
RS_GCF_000424305.1	Pseudobutyrivibrio ruminis_B
GB_GCA_002782345.1	GCA-002782345 sp002782345
RS_GCF_001886185.1	Enterococcus_A raffinosus
GB_GCA_900315605.1	Ruminococcus_E sp900315605
GB_GCA_900066545.1	Faecalicatena sp900066545
RS_GCF_900110085.1	Prevotella sp900110085
RS_GCF_002272245.1	Bacillus_W sp002272245
GB_GCA_002350765.1	Ruminococcus_E sp002350765
RS_GCF_900112005.1	Algoriphagus aquimarinus
RS_GCF_000817245.1	Methylacidiphilum kamchatkense
RS_GCF_000516555.1	P52-10 sp000516555
GB_GCA_002684115.1	Pseudoalteromonas sp002684115
GB_GCA_003261295.1	Polynucleobacter sp003261295
RS_GCF_900087015.1	Christensenella_A timonensis
RS_GCF_900184825.1	Tropicibacter_C phthalicicus
RS_GCF_900113825.1	Paraburkholderia megapolitana
GB_GCA_003212115.1	Prochlorococcus_A sp003212115
GB_GCA_002314145.1	UBA2009 sp002314145
GB_GCA_003216775.1	Prochlorococcus_A sp003216775
RS_GCF_002715865.1	Bifidobacterium asteroides
RS_GCF_900110605.1	Chryseobacterium_B halperniae
GB_GCA_003140895.1	FEN-1177 sp003140895
RS_GCF_001612785.1	Nocardia beijingensis
GB_GCA_002423145.1	UBA6235 sp002423145
RS_GCF_000384375.1	Methylotenera_A versatilis_B
RS_GCF_001894985.1	Rhodococcus tukisamuensis
GB_GCA_002492595.1	Muribaculum sp002492595
GB_GCA_001899085.1	Devosia sp001899085
GB_GCA_003446335.1	UBA1066 sp003446335
GB_GCA_002449785.1	UBA7001 sp002449785
GB_GCA_002343455.1	UBA2385 sp002343455
GB_GCA_003029985.1	Acidovorax_A avenae_C
GB_GCA_002293685.1	UBA920 sp002293685
RS_GCF_002369955.1	Ichthyobacterium seriolicida
RS_GCF_000223215.1	Brachyspira intermedia
RS_GCF_000421585.1	Thermodesulfatator atlanticus
RS_GCF_001647635.1	Leifsonia xyli_A
RS_GCF_000775775.1	Glomeribacter sp000775775
RS_GCF_001436395.1	Lactobacillus_G malefermentans
GB_GCA_003497625.1	Flavobacterium sp003497625
GB_GCA_003151275.1	PALSA-1081 sp003151275
GB_GCA_003213015.1	Pelagibacter sp003213015
GB_GCA_003213555.1	Pelagibacter_A sp003213555
GB_GCA_000434695.1	Ruminococcus_D sp000434695
GB_GCA_003136675.1	Bog-113 sp003136675
RS_GCF_900089605.1	Micromonospora narathiwatensis
RS_GCF_001758275.1	Allorhizobium vitis_B
RS_GCF_000428525.1	Hellea balneolensis
RS_GCF_900100325.1	MT45 sp900100325
RS_GCF_000379125.1	Methylosinus sp000379125
RS_GCF_000817975.1	Azotobacter chroococcum
RS_GCF_001467035.1	Legionella cherrii
RS_GCF_001426585.1	Streptomyces sp001426585
RS_GCF_000175275.1	Neisseria flavescens
RS_GCF_003201955.1	Blastomonas natatoria
RS_GCF_003013775.1	Micromonospora sp003013775
GB_GCA_003164895.1	Palsa-948 sp003164895
GB_GCA_002314885.1	RC9 sp002314885
RS_GCF_001595645.1	Sulfurovum riftiae
GB_GCA_003445035.1	UBA8437 sp003445035
RS_GCF_000720555.1	Streptomyces sclerotialus
RS_GCF_001746415.1	Streptomyces agglomeratus
RS_GCF_900176655.1	Collinsella vaginalis
RS_GCF_900100175.1	Ferrimonas sediminum
RS_GCF_001989355.1	Bacillus_AM sp001989355
GB_GCA_003222115.1	AG29 sp003222115
RS_GCF_000255455.1	Aquimarina agarilytica
GB_GCA_002282935.1	Microcystis sp002282935
GB_GCA_003155275.1	Fen731 sp003155275
RS_GCF_900100755.1	Halomonas_E taeanensis
GB_GCA_002282445.1	Limnohabitans sp002282445
RS_GCF_002022415.1	Bartonella sp002022415
RS_GCF_000266945.1	Desulfomonile tiedjei
RS_GCF_000971055.1	Rhizorhabdus sp000971055
GB_GCA_900470195.1	Ochrobactrum sp900470195
GB_GCA_003131365.1	UBA4720 sp003131365
RS_GCF_900239505.1	Tenacibaculum sp900239505
RS_GCF_000245735.1	Alishewanella jeotgali
RS_GCF_001816145.1	Hymenobacter lapidarius
RS_GCF_900103495.1	G11 sp900103495
GB_GCA_002478685.1	UBA7446 sp002478685
RS_GCF_001510805.1	Acinetobacter calcoaceticus_C
GB_GCA_900066705.1	Anaerostipes sp900066705
RS_GCF_002741075.1	Pseudomonas_E putida_T
RS_GCF_001592185.1	Bergeriella denitrificans
RS_GCF_000283315.1	Paenibacillus_B sp000283315
RS_GCF_000585215.1	Imhoffiella purpurea
RS_GCF_000509225.1	Mf105b01 sp000509225
GB_GCA_002314715.1	Acetatifactor sp002314715
RS_GCF_001431645.1	Stenotrophomonas_A panacihumi
RS_GCF_001746225.1	Brachyspira hampsonii
RS_GCF_000243275.1	Myroides odoratus
RS_GCF_001435995.1	Lactobacillus_G ozensis
RS_GCF_000333335.1	B12 sp000333335
RS_GCF_000720145.1	Streptomyces sp000720145
RS_GCF_002982115.1	Lysinibacillus sphaericus
RS_GCF_001808185.1	Jeongeupia sp001808185
RS_GCF_003048205.1	Streptomyces chartreusis_B
RS_GCF_000144605.1	Brevundimonas subvibrioides
GB_GCA_000091165.1	Methylomirabilis oxyfera_B
GB_GCA_000437095.1	Ruminococcus_A sp000437095
GB_GCA_002298815.1	Prevotella sp002298815
GB_GCA_002424305.1	UBA4971 sp002424305
RS_GCF_000518865.1	Bacillus_AY sp000518865
GB_GCA_000281235.1	Eperythrozoon_A haemolamae
